,MTOPDomainClassification,ArguAna,StackExchangeClustering.v2,MassiveIntentClassification,STS12,MindSmallReranking,AskUbuntuDupQuestions,STS22.v2,MedrxivClusteringS2S.v2,SICK-R,StackExchangeClusteringP2P.v2,Banking77Classification,SprintDuplicateQuestions,MassiveScenarioClassification,STS13,AmazonCounterfactualClassification,STS14,FEVERHardNegatives,SCIDOCS,ToxicConversationsClassification,STS17,ArXivHierarchicalClusteringP2P,MedrxivClusteringP2P.v2,TwentyNewsgroupsClustering.v2,ArXivHierarchicalClusteringS2S,TwitterSemEval2015,TRECCOVID,TwitterURLCorpus,BIOSSES,ClimateFEVERHardNegatives,TweetSentimentExtractionClassification,STS15,STSBenchmark,CQADupstackGamingRetrieval,Touche2020Retrieval.v3,CQADupstackUnixRetrieval,ImdbClassification,HotpotQAHardNegatives,FiQA2018,BiorxivClusteringP2P.v2,SummEvalSummarization.v2
sentence-transformers/static-retrieval-mrl-en-v1,0.82663,0.4441,0.303889,0.560592,0.604289,0.29292,0.542871,0.653258,0.240649,0.64738,0.343131,0.733312,0.916473,0.609886,0.725735,0.66791,0.696221,0.46277,0.13223,0.680859,0.847434,0.46593,0.305872,0.19777,0.385963,0.535016,0.44603,0.817494,0.774735,0.22605,0.468393,0.80066,0.740221,0.36312,0.52575,0.19111,0.609924,0.50415,0.19986,0.334734,0.187679
minishlab/M2V_base_glove,0.843183,0.33774,0.420781,0.611601,0.6463642414925371,0.288325006007502,0.5288598975544666,0.592087,0.276254,0.6466033328975722,0.343712,0.7238961038961038,0.8793890477556426,0.659449,0.779790218678965,0.67194,0.7008415685571369,0.31124,0.11145,0.676025390625,0.8282381067886578,0.534444,0.320937,0.264028,0.456268,0.5860727455967691,0.50293,0.7947942287203573,0.65856922281397,0.17515,0.5001980758347482,0.7877945492051583,0.6890568918705055,0.3379,0.38803,0.16589,0.66998,0.35742,0.11824,0.346647,0.299691
cointegrated/LaBSE-en-ru,0.856042,0.3191,0.421822,0.604808338937458,0.651557,0.292215,0.530186,0.594673,0.278925,0.691298,0.346507,0.696006,0.885328,0.6542703429724277,0.676614,0.760597,0.633248,0.13098,0.0496,0.602588,0.794837,0.515464,0.326852,0.222022,0.508431,0.606127,0.14896,0.840376,0.788229,0.05042,0.577533,0.762084,0.719106,0.28722,0.15981,0.20427,0.628684,0.23962,0.06804,0.316111,0.328761
consciousAI/cai-lunaris-text-embeddings,0.803716,0.3726900000000001,0.50878,0.54694,0.5850274640611661,0.2853554681148413,0.5344266265900711,0.66351,0.296272,0.6898528351149499,0.399102,0.725487,0.912886,0.639475,0.740302851337788,0.55194,0.6618263558486297,0.41681,0.10465,0.551904,0.8013910828685532,0.533533,0.321822,0.275803,0.513814,0.561794,0.35647,0.799426,0.7396554077670988,0.09841,0.468449,0.7554712054246464,0.7140167034949342,0.33315,0.36506,0.17251,0.61512,0.22837,0.15175,0.272934,0.226462
minishlab/M2V_base_glove_subword,0.848199,0.296,0.421657,0.625017,0.6189139464648924,0.2852723473825806,0.5285912447389551,0.590427,0.27003,0.6617240782538595,0.343905,0.7138636363636363,0.8509945680365945,0.660928,0.7166792475528088,0.680448,0.6782634222687376,0.29475,0.09923,0.656884765625,0.802472005970173,0.530247,0.306029,0.276401,0.457369,0.6022081236487149,0.39984,0.7879896751132692,0.7559389113278943,0.15474,0.4983305036785513,0.7548765072240436,0.6652235871936412,0.34837,0.32073,0.17415,0.665616,0.34117,0.1116699999999999,0.336621,0.286199
deepvk/USER-base,0.814592,0.39926,0.438431,0.509549,0.663084,0.279976,0.503058,0.616382,0.248986,0.683356,0.334837,0.655032,0.832529,0.59926,0.687676,0.683731,0.671359,0.45425,0.0636,0.624023,0.818812,0.497383,0.285587,0.220216,0.48083,0.617245,0.20166,0.816121,0.772602,0.10669,0.55348,0.798783,0.760258,0.33009,0.28609,0.18321,0.585576,0.32198,0.08469,0.224626,0.318365
Jaume/gemma-2b-embeddings,0.741062,0.21347,0.540221,0.520814,0.42236,0.300791,0.446082,0.592504,0.30365,0.413266,0.411372,0.5842532467532467,0.499197,0.550101,0.411003,0.675224,0.360263,0.08396,0.01897,0.631787,0.437687,0.629021,0.346075,0.213316,0.572064,0.415799,0.13112,0.693589,0.549266,0.04084,0.498387,0.483298,0.333212,0.05346,0.12584,0.04804,0.654732,0.05493,0.01784,0.377624,0.067949
minishlab/potion-base-2M,0.792727,0.32622,0.491211,0.540652,0.6207913034464432,0.280178170651414,0.5290637925416103,0.626471,0.268073,0.6285583348143348,0.372847,0.6517207792207793,0.8817695295243927,0.595965,0.7573113726697468,0.654478,0.6927997439795548,0.23501,0.08163,0.66591796875,0.8208042618874392,0.515629,0.299898,0.275985,0.497898,0.5366111257744601,0.40475,0.7933675212612457,0.6410808725228159,0.11008,0.52524052065648,0.7632976845993337,0.7280800903257308,0.29583,0.32158,0.14642,0.7035639999999997,0.27577,0.10219,0.280915,0.238035
minishlab/M2V_base_output,0.84756,0.29184,0.392502,0.626698,0.5997334423570035,0.2698269387833354,0.5162795895312553,0.5782,0.243909,0.6543442849067297,0.330812,0.7190909090909092,0.8505626292429993,0.66698,0.7181863685179427,0.711045,0.6699860396187163,0.2692,0.09668,0.630419921875,0.8061049377743728,0.515478,0.28662,0.216381,0.441535,0.5978262740579837,0.47015,0.7986337146522463,0.7342938398170034,0.14209,0.4944255800792302,0.7549078133619319,0.6724531237733661,0.34102,0.32738,0.17887,0.6511479999999998,0.31361,0.1048999999999999,0.289614,0.266129
sergeyzh/rubert-tiny-turbo,0.784907,0.32031,0.415677,0.5016476126429052,0.661687,0.291367,0.494778,0.47062,0.232987,0.684327,0.34264,0.5986363636363635,0.919439,0.6129119031607264,0.603443,0.710448,0.661225,0.21822,0.04072,0.577734375,0.760153,0.500175,0.261544,0.206029,0.476816,0.568693,0.1753,0.79673,0.724848,0.07376,0.5529994340690435,0.774073,0.689725,0.2903,0.14201,0.16884,0.5835799999999999,0.36082,0.07179,0.21853,0.313289
Omartificial-Intelligence-Space/Arabic-mpnet-base-all-nli-triplet,0.724487,0.18862,0.388088,0.48998,0.6871669873972587,0.251657,0.479293,0.572885,0.22755,0.689386835022992,0.338345,0.638929,0.836486,0.531944,0.5604247097489131,0.674627,0.5880575077741524,0.02418,0.02007,0.590869,0.783826,0.501141,0.256811,0.125572,0.501554,0.491305,0.13531,0.775046,0.6712261377163864,0.03337,0.455207,0.7374453589715445,0.6756341643518167,0.08757,0.0282,0.06173,0.566356,0.10816,0.01457,0.189942,0.296009
cointegrated/rubert-tiny,0.810328,0.24164,0.464793,0.538736,0.496569,0.259849,0.474656,0.526317,0.238342,0.603934,0.341853,0.61026,0.532726,0.589005,0.633996,0.690896,0.54883,0.01312,0.00863,0.599512,0.676558,0.514023,0.274527,0.177599,0.491871,0.54509,0.09474,0.719706,0.580025,0.02736,0.506508,0.67318,0.558644,0.07795,0.04747,0.05236,0.605208,0.04824,0.01923,0.231505,0.295885
cointegrated/rubert-tiny2,0.768513,0.27657,0.432543,0.445293,0.651195,0.267356,0.481064,0.492501,0.234544,0.610656,0.333389,0.509675,0.711581,0.553564,0.599659,0.674179,0.602823,0.05257,0.01185,0.574365,0.736622,0.508803,0.26866,0.174795,0.483824,0.554918,0.08672,0.779789,0.714824,0.03498,0.503679,0.743766,0.630216,0.13979,0.04996,0.08069,0.607144,0.15321,0.02421,0.246129,0.234926
Omartificial-Intelligence-Space/Marbert-all-nli-triplet-Matryoshka,0.746078,0.1342,0.395394,0.534095,0.6300297824477175,0.266354,0.482679,0.546388,0.209103,0.6580163441928238,0.312463,0.623604,0.677478,0.580531,0.5223198766098021,0.699254,0.592261024017655,0.00902,0.0113,0.548926,0.709196,0.48551,0.216372,0.160843,0.462379,0.578596,0.05276,0.78233,0.5187708566904703,0.00288,0.565393,0.7001912156519297,0.6116768766134144,0.10796,0.02269,0.06186,0.615184,0.05651,0.00926,0.122309,0.282139
silma-ai/silma-embeddding-matryoshka-v0.1,0.668012,0.22512,0.418662,0.474008,0.551628,0.268652,0.483479,0.5903774516602592,0.226619,0.637455,0.325758,0.597597,0.734172,0.533557,0.518854,0.675075,0.529933,0.03012,0.01569,0.572266,0.7442197838273298,0.484272,0.247567,0.170792,0.471262,0.533914,0.05195,0.801466,0.66181,0.01362,0.460838,0.67847,0.618289,0.16744,0.04113,0.08688,0.584972,0.10425,0.01796,0.175322,0.244468
DeepPavlov/distilrubert-small-cased-conversational,0.712175,0.15131,0.404085,0.516846,0.408283,0.24951,0.454751,0.442677,0.217023,0.567039,0.309177,0.642825,0.331971,0.552118,0.522222,0.722388,0.467599,0.03391,0.00483,0.588867,0.603013,0.488063,0.240616,0.132905,0.490006,0.503785,0.15182,0.637764,0.479927,0.00781,0.43438,0.606444,0.559747,0.12715,0.06665,0.05536,0.545488,0.09286,0.01665,0.166814,0.303964
Omartificial-Intelligence-Space/Arabert-all-nli-triplet-Matryoshka,0.632399,0.15921,0.414071,0.437929,0.6967060431422327,0.277628,0.482166,0.559744,0.219505,0.5764441663261227,0.328721,0.61237,0.780327,0.496873,0.5195037157769884,0.638358,0.5736607721958864,0.02266,0.01731,0.522803,0.707416,0.483142,0.231878,0.132932,0.471701,0.485726,0.07265,0.747241,0.6736900492799694,0.00625,0.417997,0.700994395240558,0.6159242681001437,0.12015,0.01973,0.07543,0.541796,0.07992,0.02272,0.150496,0.281188
ai-forever/sbert_large_mt_nlu_ru,0.724191,0.15623,0.43143,0.384129,0.4813,0.267196,0.465527,0.514646,0.221801,0.659096,0.315848,0.391234,0.329189,0.4923,0.480436,0.615672,0.466039,0.00778,0.00372,0.562012,0.685752,0.466827,0.237572,0.153132,0.482583,0.532054,0.07164,0.747902,0.449751,0.00529,0.473656,0.65337,0.588135,0.04135,0.02548,0.02828,0.561336,0.03674,0.00518,0.144841,0.194354
DeepPavlov/rubert-base-cased-sentence,0.599795,0.09387,0.417072,0.371184,0.590229,0.261543,0.456858,0.522191,0.225868,0.569841,0.33162,0.489838,0.482546,0.40343,0.469903,0.595821,0.50879,0.00938,0.01179,0.532764,0.671251,0.497449,0.235856,0.172273,0.50441,0.446385,0.07796,0.7015,0.490047,0.00861,0.432711,0.645847,0.557891,0.04827,0.00527,0.03032,0.57732,0.04686,0.00191,0.189806,0.198912
ai-forever/sbert_large_nlu_ru,0.692202,0.17294,0.425522,0.366443,0.314807,0.268649,0.436512,0.57743,0.210427,0.588573,0.313367,0.347857,0.153427,0.492603,0.371082,0.623731,0.36649,0.00661,0.00235,0.577637,0.624962,0.471767,0.249886,0.149672,0.464005,0.513982,0.03914,0.739826,0.396877,0.00351,0.472128,0.582549,0.467987,0.03411,0.01071,0.02046,0.559652,0.02419,0.00331,0.154471,0.209005
DeepPavlov/rubert-base-cased,0.629549,0.13021,0.413124,0.403665,0.277529,0.280559,0.46463,0.38329,0.229253,0.442201,0.298012,0.51539,0.218011,0.444822,0.398322,0.656716,0.34892,0.01979,0.00346,0.553564,0.562898,0.500572,0.244953,0.143706,0.498966,0.423065,0.04049,0.555186,0.302182,0.00427,0.407866,0.430519,0.398376,0.01086,0.00068,0.01075,0.546028,0.01464,0.00162,0.184333,0.230225
deepvk/deberta-v1-base,0.663908,0.12391,0.407468,0.44805,0.447604,0.276602,0.439242,0.4481,0.213612,0.499409,0.292349,0.540552,0.355062,0.4539,0.466508,0.643284,0.38153,0.00505,0.00183,0.566113,0.603122,0.492349,0.238979,0.134563,0.47444,0.457295,0.03556,0.648262,0.361526,0.00087,0.446237,0.548474,0.413236,0.01466,0.0072,0.01078,0.526164,0.00898,0.00319,0.150437,0.23753
malenia1/ternary-weight-embedding,0.609462,0.04832,0.375317,0.383289,0.465666,0.255838,0.458168,0.33808,0.194117,0.524853,0.30738,0.494286,0.416507,0.387626,0.582034,0.656269,0.516049,0.00386,0.00257,0.532568,0.641325,0.475626,0.221333,0.091819,0.457884,0.512814,0.06304,0.684552,0.381617,0.00053,0.397538,0.570453,0.521587,0.02008,0.00643,0.01864,0.512528,0.01165,0.00312,0.102681,0.205936
