,MTOPDomainClassification,ArguAna,StackExchangeClustering.v2,MassiveIntentClassification,STS12,MindSmallReranking,AskUbuntuDupQuestions,STS22.v2,MedrxivClusteringS2S.v2,SICK-R,StackExchangeClusteringP2P.v2,Banking77Classification,SprintDuplicateQuestions,MassiveScenarioClassification,STS13,AmazonCounterfactualClassification,STS14,FEVERHardNegatives,SCIDOCS,ToxicConversationsClassification,STS17,ArXivHierarchicalClusteringP2P,MedrxivClusteringP2P.v2,TwentyNewsgroupsClustering.v2,ArXivHierarchicalClusteringS2S,TwitterSemEval2015,TRECCOVID,TwitterURLCorpus,BIOSSES,ClimateFEVERHardNegatives,TweetSentimentExtractionClassification,STS15,STSBenchmark,CQADupstackGamingRetrieval,Touche2020Retrieval.v3,CQADupstackUnixRetrieval,ImdbClassification,HotpotQAHardNegatives,FiQA2018,BiorxivClusteringP2P.v2,SummEvalSummarization.v2
HIT-TMG/KaLM-embedding-multilingual-mini-instruct-v2,0.988622891016872,0.57419,,0.7779757901815737,0.8226959820528188,0.32035669641471426,0.6212746678278348,,,0.7985114978228225,,0.8947727272727273,0.9608119314565551,0.8599529253530598,0.8595700719809299,0.9525373134328357,0.8350251215846104,,0.20811,0.893408203125,0.861595655094301,,,,,0.7671589647794729,0.79269,0.8595034181607442,0.8416215865573408,,0.7859649122807018,0.8643707354974058,0.8507318077272461,0.6208,,0.45888,0.951632,,0.45231,,
jxm/cde-small-v2,0.96311,0.74957,,0.757902,0.803531,0.289125,0.617903,,,0.7901310000000001,,0.883052,0.972412,0.773571,0.860453,0.8601490000000002,0.8296810000000001,,0.22847,0.8140139999999999,0.889498,,,,,0.720492,0.8055,0.8639949999999998,0.867116,,0.664403,0.8806540000000002,0.877139,0.59023,,0.42834000000000005,0.949352,,0.4828,,
sentence-transformers/all-MiniLM-L12-v2,,0.47128,0.4473898244327101,0.671116,0.7308329046069596,0.31024119923286264,0.6406160552465775,0.6599929963013724,0.35406753491503284,0.7931807926686743,0.38893807629271937,0.8040584415584415,0.9257864755679249,,0.8213397006371551,,0.7673415930715883,0.58989,0.21818,0.6333984375,0.886282754793921,0.5744453030136721,0.37820451385464854,0.470404434051484,0.5506172809210715,0.7001735144185232,0.50816,0.8477318636442885,0.8356756679430214,0.21788,0.5424448217317487,0.8557753868157322,0.8308944078573145,0.56856,0.4957,0.4386,0.597812,0.48609,0.37274,0.399047,0.23788565600699133
BAAI/bge-multilingual-gemma2,0.9861149110807114,0.7736555747844541,,0.8204774714189643,0.777109125765107,0.31794062752995345,0.6459457317979604,,,0.8266085892322664,,0.9253246753246755,0.912326885940691,0.8440147948890383,0.8744662352358895,0.8947761194029852,0.8348313793311584,,0.2693150756480961,0.8734339999999999,0.88957,,,,,0.7967744645365105,0.6426928884606035,0.8700849868076658,0.8574472483606,,0.7886247877758915,0.8763145141246593,0.8725208310840168,,,,0.9666480000000002,,0.6004205769404706,,
Snowflake/snowflake-arctic-embed-xs,0.894596,0.52081,0.534311,0.592804,0.6589916377105551,0.30256308756916644,0.6025381587694928,0.688682,0.316915,0.6925663754345259,0.401885,0.7637337662337663,0.949637560003136,0.69193,0.7786961921643416,0.584179,0.7281574657995401,0.82937,0.18355,0.6430500000000001,0.844948593656943,0.549722,0.335661,0.387615,0.516956,0.6431539216162541,0.79431,0.8470041593996576,0.8405432487336698,0.30187,0.561941143180532,0.834885552472602,0.7918395553127086,0.57055,0.64584,0.40096,0.6280240000000001,0.67224,0.34523,0.352493,0.279607
jinaai/jina-embedding-b-en-v1,0.91523,0.49006,0.455653,,0.7506080146054281,0.3155552172383111,0.624029266143623,0.681524,0.284724,0.791378154534123,0.374648,0.8405519480519481,0.9548085242816634,,0.8085907200101076,0.666866,0.7612917164308409,0.72611,0.17626,0.661456,0.8897626967707933,0.517135,0.339342,0.39175,0.468014,0.6830176948820141,0.60571,0.8533305785100573,0.8358082010833608,0.25793,0.5685059422750425,0.8555427877110485,0.8257071649593358,0.52332,0.58863,0.37815,0.638708,0.55141,0.34062,0.364538,0.271528
Omartificial-Intelligence-Space/Arabic-all-nli-triplet-Matryoshka,0.909348,0.43975,0.485842,0.695662,0.7893043293576132,0.292014,0.588147,0.618451,0.316389,0.7939435627520158,0.362055,0.809026,0.89418,0.737122,0.8273032633919926,0.783731,0.8164974497557361,0.51411,0.12865,0.649463,0.871502,0.526607,0.3234,0.389243,0.525286,0.707183,0.3851,0.860714,0.7743670420687278,0.165,0.599095,0.8762163215009723,0.8616303183485594,0.44022,0.44278,0.29135,0.647472,0.37738,0.19543,0.323849,0.306423
llmrails/ember-v1,0.9459188326493388,0.64563,,0.774142568930733,0.7851011398910949,0.32270713716064037,0.6445997990276463,,,0.817469727066432,,0.8789935064935065,0.9683057412333741,0.8044720914593141,0.8662037823380984,0.7605970149253731,0.8305697553913335,,0.19580000000000003,0.714178,0.8790311138579117,,,,,0.7928766491329633,0.64138,0.859835303311168,0.8581038898286454,,0.6000282965478212,0.8838581627185446,0.8776870289783061,0.60599,,0.41996,0.927888,,0.44301999999999997,,
McGill-NLP/LLM2Vec-Mistral-7B-Instruct-v2-mntp-unsup-simcse,0.915755,0.51001,0.481736,0.689845,0.6765074099726466,0.2973337424086118,0.5860277379507158,0.669787,0.279924,0.7555405115197729,0.408578,0.8615909090909091,0.9130057039245253,0.720074,0.8389765011154986,0.775075,0.7697256789216159,0.21085,0.15345,0.707112,0.8558485422591948,0.581675,0.348189,0.243899,0.520759,0.6876039123104324,0.55665,0.8276174215711473,0.8329045204631967,0.09255,0.6089983022071308,0.8380216382863032,0.8041509666334722,0.50707,0.11431,0.32722,0.7795399999999999,0.35995,0.27244,0.39412,0.266902
Mihaiii/Bulbasaur,0.907866,0.44798000000000004,0.528627,0.688198,0.6949541146727839,0.317776266029616,0.5748977560227009,0.641217,0.317803,0.7604335461102429,0.367677,0.8057792207792207,0.953535743677476,0.737559,0.8096085686108583,0.718657,0.7708348207580887,0.47443,0.15312,0.662939453125,0.8803461344591357,0.548762,0.347521,0.398454,0.519981,0.6807824251821404,0.47773,0.8474905878045149,0.8504832342591278,0.18494,0.5949066213921902,0.8541548418250478,0.8333681512924129,0.47615999999999997,0.46212,0.26104,0.7152719999999999,0.54566,0.21291000000000002,0.372338,0.277645
Octen/Octen-Embedding-8B,,0.78308,0.785487,0.858003,0.862443,,,0.732428,,0.881647,,,0.956163,,0.939993,0.938657,0.905207,,0.3181,0.914795,0.953007,0.647165,0.456378,,0.645489,,0.9125,0.865467,,,,0.938196,0.936123,,,,,,,0.508759,
mixedbread-ai/mxbai-embed-2d-large-v1,0.930984952120383,0.63629,,0.7386684599865501,0.7876929696642694,0.3185308363141191,0.637711556816021,,,0.8204792579356291,,0.8665259740259741,0.9607646831090695,0.7816745124411568,0.9039810997063387,0.7476119402985074,0.8544794976383963,,0.22782,0.7152679999999999,0.8880244555668372,,,,,0.7608503499590553,0.68637,0.8553503846009763,0.8805622328825283,,0.5925297113752123,0.9001162604967037,0.8919783009521629,0.56453,,0.38947,0.9040480000000001,,0.4175,,
microsoft/harrier-oss-v1-27b,,0.67759,0.852834,0.849563,0.836763,,,0.68905,,0.867309,,,0.973245,,0.915818,0.925821,0.880416,,0.28932,0.904102,0.940034,0.633549,0.488082,,0.628546,,0.88855,0.876308,,,,0.917748,0.913763,,,,,,,0.570701,
ibm-granite/granite-embedding-107m-multilingual,0.889193,0.51663,0.526249,0.625185,0.747362,0.303048,0.619001,0.675823,0.320464,0.684656,0.383553,0.759481,0.940777,0.693645,0.756399,0.716716,0.731976,0.83936,0.1738,0.603809,0.786966,0.550976,0.353212,0.351025,0.527251,0.616413,0.62815,0.856694,0.792952,0.2624,0.585371,0.850551,0.769844,0.53655,0.54262,0.41801,0.6291,0.58947,0.28404,0.376204,0.27826
McGill-NLP/LLM2Vec-Llama-2-7b-chat-hf-mntp-supervised,0.9556543547651618,0.56535,,0.7805985205110961,0.7885484854952163,,,,,0.8300728009929533,,0.8816558441558442,0.9683157940825446,0.8134835238735709,0.8684017260596792,0.8222388059701492,0.8404244912638237,,0.2105,0.7101119999999999,0.9063340320875899,,,,,0.8069819368353635,0.79253,0.8655850743866761,0.8213259433844514,,0.6111488398415393,0.8871661848841297,0.887218677688666,0.63788,,0.46199,0.8577920000000001,,0.51281,,
bigscience/sgpt-bloom-7b1-msmarco,0.9368217054263563,0.47282,0.331096,0.6967047747141897,0.6966180222442091,0.3178500788325657,0.5997321570342109,0.660436,0.213865,0.6981522686267632,0.362524,0.8433441558441558,0.9492527097094644,0.7533624747814394,0.7966529244176742,0.6805970149253732,0.746076920702392,0.68807,0.18619,0.6654519999999999,0.8706554974065622,0.52787,0.314385,0.118711,0.502851,0.6530753664579191,0.81368,0.8546387153880272,0.8531459455332202,0.21748,0.558545557441992,0.8380600789090722,0.8089611873505183,0.32349,0.20636,0.19861,0.61772,0.48004,0.35836,0.332526,0.249529
Gameselo/STS-multilingual-mpnet-base-v2,0.861856,0.41501,0.397963,0.640249,0.954619,0.283327,0.566002,0.638535,0.300454,0.946525,0.366591,0.798864,0.915748,0.682246,0.977636,0.726716,0.975293,0.32095,0.09396,0.628027,0.009378741534997558,0.515432,0.272966,0.325026,0.49367,0.707626,0.28936,0.850724,0.969167,0.09657,0.580306,0.981124,0.009762486352335524,0.33808,0.32156,0.22241,0.582736,0.30616,0.14952,0.213935,0.27095
jinaai/jina-embeddings-v2-base-en,0.207022,0.44181,0.350735,0.072663,0.7427447427941591,0.30540919056982546,0.6224772569490403,0.078951,0.164698,0.796487740813199,0.265794,0.8401298701298701,0.9530034785910676,0.129657,0.8417947648159536,0.52791,0.7880745014464101,0.0,0.19863,0.733474,0.8887813323759015,0.471547,0.15453,0.091135,0.474875,0.747367761466634,0.65913,0.8608681215460772,0.8123438110096286,0.00018,0.62062818336163,0.8755320285299192,0.8484429717949759,0.56516,0.0,0.38656,0.794408,0.00024,0.41579,0.057369,0.060433
voyageai/voyage-code-3,0.91865,,0.620353,0.734465,0.744819,,,0.670711,0.369457,0.831959,0.431623,0.799091,0.934651,0.770208,0.86321,0.672687,0.799945,,,0.62959,0.894163,0.5591,0.367373,0.544171,0.579447,0.69934,,0.859149,0.896713,,0.590662,0.864802,0.8477,,,,0.89634,,,0.416871,0.310457
nvidia/llama-embed-nemotron-8b,,0.75667,0.764217,0.83581,0.833584,,,0.676795,,0.853703,,,0.960704,,0.919601,0.848209,0.878389,,0.28167,0.869678,0.92527,0.628395,0.420133,,0.638916,,0.8819,0.876654,,,,0.918253,0.905535,,,,,,,0.470971,
izhx/udever-bloom-1b1,,0.46671,0.460414,,0.7579610155624811,0.3051003589330728,0.5949540399419566,,0.287775,0.7991790376084446,0.383243,0.8289285714285713,0.9473016642953513,,0.8361682237930194,,0.7873277873007593,0.34079,0.17235,0.720118,0.899454102616469,0.584693,0.363676,0.170785,0.517698,0.6913544818746079,0.8002800000000001,0.8561513175543741,0.8464530219460785,0.18949,0.6151103565365025,0.8641326579037185,0.8578865814488006,0.51994,,0.33536,0.74446,0.25366,0.3129,0.390152,0.279748
jxm/cde-small-v1,0.9603739170086639,0.71996,,0.7660390047074647,0.742212823495219,0.3010020452046386,0.6127347206107508,,,0.7744919890597407,,0.8858116883116884,0.9530006120252773,0.7893073301950235,0.8612368715292688,0.8702985074626867,0.7888155361224833,,0.21780999999999998,0.727734375,0.8968436656381258,,,,,0.7287577990245127,0.7938199999999999,0.8588088882163336,0.8673450642504954,,0.7256366723259763,0.875038962579188,0.8554441587714372,0.59037,,0.3834,0.935884,,0.45405,,
manu/sentence_croissant_alpha_v0.4,0.900638,0.52089,0.502529,0.667149,0.65681,0.313758,0.579326,0.663595,0.325353,0.676309,0.392317,0.812662,0.893511,0.718695,0.812605,0.678358,0.740395,0.73763,0.15231,0.591699,0.862573,0.585928,0.337423,0.395262,0.544624,0.568326,0.60495,0.837323,0.76327,0.24337,0.537832,0.807361,0.797631,0.45293,0.52222,0.31312,0.7205,0.48719,0.28348,0.373948,0.284595
McGill-NLP/LLM2Vec-Sheared-LLaMA-mntp-supervised,0.9408800729594162,0.51663,,0.7558170813718896,0.7827678362978093,0.31960982592404424,0.6071381163880417,,,0.8225303886615637,,0.8600974025974025,0.9624728474711715,0.7915601882985877,0.855228883863618,0.7741791044776118,0.8248847836687274,,0.17957,0.6992240000000001,0.9010224405448504,,,,,0.7613675917697662,0.80411,0.86227146559573,0.8588328221005124,,0.6076400679117148,0.8876235312662311,0.8715751321128135,0.58928,,0.40323,0.75332,,0.40998000000000007,,
Alibaba-NLP/gme-Qwen2-VL-7B-Instruct,0.9755129958960328,0.6459600000000001,,0.8349024882313383,0.7724549887905519,0.339769104898534,0.640741897266483,,,0.7534808277034776,,0.8476298701298702,0.9786562522779887,0.8723268325487559,0.8098090253728394,0.7761194029850746,0.7636798509005328,,0.27378,0.86564,0.8867251952242072,,,,,0.7225574305366212,0.52604,0.845858781355044,0.8258200216886888,,0.7780418788907753,0.8447549220803403,0.8310901632378086,0.54664,,0.43382,0.9672559999999999,,0.57138,,
microsoft/harrier-oss-v1-0.6b,,0.64987,0.774782,0.78655,0.809755,,,0.695788,,0.838217,,,0.969434,,0.879525,0.935224,0.845685,,0.23365,0.910205,0.91398,0.633023,0.43613,,0.629247,,0.86952,0.867927,,,,0.901548,0.893199,,,,,,,0.504051,
HIT-TMG/KaLM-embedding-multilingual-mini-instruct-v1.5,0.9753989968080254,0.58627,,0.7251513113651648,0.8016653334500152,0.3192214547032066,0.6034670620892353,,,0.7972822038569594,,0.8454220779220778,0.9305685558073558,0.7932414256893072,0.8386019247474584,0.9173134328358209,0.8056563765431509,,0.19967,0.8927734375,0.8642806650035523,,,,,0.7143912939014583,0.8371600000000001,0.8568756441554032,0.861423242570783,,0.763469156762875,0.8734265089376507,0.8412195434062341,0.6158,,0.42229,0.9493119999999999,,0.44741,,
voyageai/voyage-law-2,0.94332,,0.565795,0.721722,0.709032,,,,0.358807,0.80354,0.423179,0.844675,0.943324,0.774378,0.854455,0.694179,0.798747,,,0.644727,0.894086,0.587201,0.368791,0.543116,0.576306,0.728683,,0.864257,0.895496,,0.578608,0.86788,0.850621,,,,0.851104,,,0.424429,0.324523
Alibaba-NLP/gte-modernbert-base,0.958254,0.74555,,0.751849,0.748213,0.319072,0.63343,,,0.757607,,0.862273,0.974055,0.789576,0.866355,0.774776,0.787583,,0.2044,0.815381,0.883035,,,,,0.770643,0.75748,0.833393,0.84776,,0.633164,0.853865,0.854068,0.60396,,0.43429,0.8714,,0.49542,,
tencent/KaLM-Embedding-Gemma3-12B-2511,,0.70307,0.74256,0.842165,0.809175,,,0.67874,,0.824593,,,0.968338,,0.898287,0.91209,0.859142,,0.24006,0.899951,0.900194,0.639729,0.441156,,0.640299,,0.84572,0.872952,,,,0.901293,0.889996,,,,,,,0.497255,
manu/sentence_croissant_alpha_v0.3,0.903922,0.44385,0.492321,0.667989,0.683499,0.310733,0.573794,0.668825,0.317283,0.688972,0.386294,0.811721,0.906748,0.714963,0.826089,0.712239,0.759534,0.74474,0.15313,0.637988,0.866988,0.550984,0.324354,0.390147,0.515448,0.600675,0.60587,0.838207,0.787759,0.2394,0.542615,0.828973,0.821903,0.4938,0.47963,0.32284,0.695372,0.49237,0.28587,0.353287,0.257571
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,0.8703374373005015,0.44878,0.43471709937699465,0.6688971082716879,0.7602134324654332,0.3037083963981608,0.6048755233381351,0.6206613570590437,0.3543956788289761,0.7960669235249621,0.374808920761608,0.7979545454545455,0.9114959431815378,0.7154337592468056,0.8069594195489891,0.7155223880597015,0.7885313504683503,0.58614,0.13778,0.60126953125,0.8686762395650826,0.5361794435755446,0.3474628627190173,0.40722209481218147,0.5224573621152333,0.6506317644827732,0.39345,0.8383014551116796,0.7417578653115743,0.1948,0.5610356536502547,0.858377178673668,0.8441678852971709,0.44331,0.48841,0.32168,0.6046159999999999,0.37547,0.20326,0.36183432722474873,0.26922551919465176
BAAI/bge-large-en,0.9464888280893753,0.62457,,0.7960659045057163,0.7975387012744471,0.30994501713009454,0.6397867370559182,,,0.8104583513112122,,0.8800000000000001,0.9682857341435529,0.8183254875588432,0.8498234585939103,0.7694029850746269,0.807997969966883,,0.22215,0.7008300000000002,0.858193745617297,,,,,0.7800158454104036,0.75375,0.8356538942001427,0.8036387933827882,,0.5934069043576683,0.8488671197763652,0.850995685206174,0.59507,,0.41494,0.935064,,0.44994,,
Bytedance/Seed1.6-embedding-1215,,0.80638,0.777819,0.692468,0.829333,,,0.712784,,0.853409,,,0.937493,,0.907732,0.988657,0.901132,,0.25827,0.950293,0.896561,0.650779,0.487783,,0.634703,,0.61935,0.868772,,,,0.914017,0.894044,,,,,,,0.546996,
Alibaba-NLP/gte-base-en-v1.5,0.9649794801641588,0.63486,,0.7766644250168123,0.7438364712099211,0.3133619694846802,0.6182875990371681,,,0.7936960687383745,,0.8673376623376623,0.9500212367664589,0.8177202420981843,0.8470630905216271,0.7479104477611941,0.8010314039230199,,0.21918000000000004,0.83978,0.9063701653633909,,,,,0.7553126388573047,0.73135,0.8551101933260743,0.836470866785058,,0.6157328805885682,0.8716293477217867,0.8603947178806887,0.57282,,0.37372,0.874836,,0.48650999999999994,,
manu/sentence_croissant_alpha_v0.2,0.903899,0.48372,0.499431,0.655716,0.655476,0.315857,0.551326,0.642162,0.327564,0.64878,0.403748,0.80474,0.87745,0.715972,0.789081,0.675373,0.715049,0.69632,0.14885,0.632422,0.866948,0.595187,0.338193,0.365912,0.548091,0.550817,0.55811,0.827212,0.731336,0.25482,0.545671,0.799044,0.771476,0.44108,0.45025,0.29606,0.71148,0.46547,0.26704,0.375165,0.287012
ai-forever/ru-en-RoSBERTa,0.837574,0.46085,0.525582,0.607028,0.676231,0.311207,0.564741,0.663336,0.312764,0.731819,0.375204,0.712825,0.882446,0.675252,0.780072,0.675522,0.714767,0.70996,0.14939,0.637158,0.862391,0.567633,0.364014,0.37913,0.518268,0.546186,0.63167,0.812472,0.73827,0.23237,0.604697,0.836179,0.799474,0.47052,0.54759,0.30296,0.802612,0.55164,0.25728,0.368041,0.279992
jinaai/jina-embeddings-v2-small-en,,0.46729,0.423103,0.509583,0.7366390263429565,0.3099145104942086,0.5961809790513646,0.475839,0.238903,0.767212346922664,0.293677,0.7825,0.9511619225962413,0.554808,0.8329727595993955,0.656269,0.7916865482487541,0.00583,0.18605,0.7154419999999999,0.8823061724730615,0.483147,0.244033,0.176923,0.496587,0.7214521480685293,0.6518,0.8605431303247397,0.8051569002630401,0.00284,0.5940294284097339,0.8729947322714338,0.8403893866106175,0.55278,0.02244,0.37735,0.7364359999999999,0.04656,0.33432,0.208927,0.200971
BAAI/bge-base-en,0.9436844505243956,0.61487,,0.7604909213180902,0.7793462937801244,0.3075499243990726,0.6223221013208242,,,0.8001710844462341,,0.8644480519480519,0.962635334753325,0.7976126429051782,0.8385931509330394,0.7573134328358209,0.815120009104048,,0.21298000000000003,0.715942,0.8558139465695983,,,,,0.7645275550102031,0.76447,0.8520370297495491,0.855326718115169,,0.5939728353140916,0.8733044482064973,0.8595475815226863,0.58811,,0.4071,0.914,,0.40758000000000005,,
sergeyzh/LaBSE-ru-turbo,0.899909,0.46568,0.45374,0.649227,0.724468,0.291898,0.559147,0.63105,0.28176,0.755673,0.370709,0.735422,0.943927,0.710625,0.789802,0.740149,0.766976,0.50399,0.11703,0.642773,0.864895,0.530679,0.333698,0.263845,0.493219,0.647563,0.30522,0.841816,0.80297,0.14084,0.634918,0.856228,0.818233,0.44794,0.38119,0.27605,0.715828,0.56984,0.21012,0.330822,0.327413
Alibaba-NLP/gme-Qwen2-VL-2B-Instruct,0.9574555403556773,0.61524,,0.7851714862138535,0.7205290668592297,0.33413124824601886,0.6065343034985174,,,0.7398553311584508,,0.802435064935065,0.9773324334051959,0.8003698722259582,0.844847436140129,0.7255223880597015,0.7791329577609623,,0.23172,0.8875759999999999,0.8878668529808966,,,,,0.6582409143427541,0.59243,0.8405164646221582,0.8647666922475281,,0.7352009054895303,0.8762293916855751,0.8339851992175911,0.51779,,0.38586,0.960428,,0.45297,,
Omartificial-Intelligence-Space/Arabic-MiniLM-L12-v2-all-nli-triplet,0.864637,0.40791,0.483682,0.658541,0.7738689922564416,0.299463,0.583463,0.613263,0.311501,0.7961914245705792,0.360795,0.779481,0.89785,0.705716,0.7958989311630421,0.757015,0.7978614320477877,0.3954,0.10929,0.617285,0.85945,0.526815,0.315893,0.349951,0.516348,0.665613,0.30658,0.847153,0.6941362982941537,0.14835,0.579683,0.8621134464371615,0.843492527221498,0.39857,0.42135,0.27285,0.606212,0.3229,0.15424,0.335766,0.280443
Mihaiii/Wartortle,0.882353,0.35865,0.503785,0.622697,0.751886741501174,0.3027968813284564,0.540887502643707,0.634256,0.297903,0.7823859592249686,0.363554,0.7107467532467531,0.9015934028795763,0.682179,0.7933304952540263,0.70403,0.7656213113240312,0.38824,0.11124,0.651513671875,0.8661476790521185,0.556376,0.323423,0.32984,0.521376,0.6748296380006166,0.35736000000000007,0.845306725053528,0.8077894903688736,0.14332,0.625438596491228,0.847000298638952,0.8179344031651781,0.37073999999999996,0.16876,0.20742000000000002,0.745976,0.50406,0.08098,0.3489,0.293062
Mihaiii/gte-micro,0.866895,0.37981,0.537685,0.590282,0.748905,0.31,0.5531231078673702,0.584728,0.309776,0.769542,0.364398,0.6956168831168832,0.9435547438808531,0.665871,0.816578,0.688209,0.76658,0.24811,0.11194,0.661018,0.859479,0.544466,0.31795,0.420221,0.522401,0.6385440662982004,0.41904,0.8407115766409341,0.810555,0.07225,0.6077532541029994,0.849759,0.801173,0.41004,0.29484,0.20259,0.6217159999999999,0.5174,0.11027,0.331825,0.287575
Omartificial-Intelligence-Space/Arabic-labse-Matryoshka,0.853466,0.41699,0.473132,0.636651,0.7921432176112556,0.292394,0.5368,0.637696,0.283286,0.7703286420274621,0.353922,0.702955,0.901768,0.683087,0.7954963868861197,0.726567,0.7884601702652395,0.2834,0.09626,0.665918,0.832936,0.52145,0.331463,0.313022,0.495583,0.684249,0.27311,0.851038,0.7666439745271297,0.13023,0.646038,0.8560821849381648,0.8204996129795596,0.3459,0.2611,0.20967,0.650308,0.28251,0.12217,0.318139,0.318318
nomic-ai/modernbert-embed-base,0.9294573643410853,0.48962000000000006,,0.7383322125084062,0.7761671419416626,0.3062309561205373,0.6233195643912506,,,0.7992900705478994,,0.8525324675324676,0.9203642221694546,0.7750504371217215,0.8613305071688859,0.7813432835820896,0.8126767916144169,,0.18587,0.674560546875,0.8761577496386344,,,,,0.7362889904096539,0.84147,0.8621246419992926,0.7816322678527896,,0.6236276174306734,0.8825330888676138,0.8696704639052885,0.59415,,0.43384,0.866108,,0.4059,,
omarelshehy/arabic-english-sts-matryoshka,0.823894,0.2325,0.480493,0.65928,0.788377,0.283065,0.522246,0.643968,0.282098,0.779915,0.353921,0.764091,0.819392,0.700168,0.820074,0.696866,0.793489,0.09639,0.06284,0.674707,0.8705959159411456,0.525282,0.320355,0.310899,0.50487,0.680053,0.22262,0.829793,0.686486,0.09804,0.604669,0.855924,0.840891,0.24175,0.25066,0.12559,0.827496,0.15523,0.08851,0.320096,0.350661
minishlab/potion-base-32M,0.90611,0.42864,0.515282,0.651379,0.62725,0.30667,0.5423,0.642583,0.292404,0.656685,0.369211,0.747825,0.925546,0.713887,0.775936,0.745522,0.729035,0.36131,0.13587,0.704346,0.870599,0.564517,0.332577,0.373439,0.510737,0.591538,0.41931,0.827974,0.775566,0.20925,0.565846,0.807592,0.768385,0.41524,0.48228,0.21052,0.70126,0.42482,0.17976,0.341639,0.247396
amazon/Titan-text-embeddings-v2,0.9046283629730961,0.51312,,0.6924008069939476,0.7499867664033701,0.3129671894458151,0.632885651257187,,,0.7649462277620303,,0.843051948051948,0.9291719494015509,0.7411230665770006,0.879128142106699,0.7931343283582089,0.8225544088807465,,0.21979000000000004,0.745162,0.8722764976624409,,,,,0.6780914960711298,0.80746,0.8571776365526502,0.8713210584606783,,0.595897000565931,0.8787150169810871,0.819481311864648,0.62265,,0.46503999999999995,0.823912,,0.44799,,
Mira190/Euler-Legal-Embedding-V1,,0.73971,0.607121,0.775588,0.813218,,,0.717464,,0.839003,,,0.970356,,0.867165,0.732985,0.822674,,0.28317,0.685596,0.915558,0.569891,0.360522,,0.608889,,0.90513,0.863116,,,,0.890549,0.880437,,,,,,,0.415612,
BidirLM/BidirLM-1.7B-Embedding,,0.55721,0.686329,0.805918,0.826502,,,0.660899,,0.802474,,,0.955383,,0.876034,0.813731,0.851872,,0.22118,0.721338,0.89352,0.647862,0.443183,,0.642188,,0.82367,0.87191,,,,0.89122,0.87028,,,,,,,0.460184,
jinaai/jina-embedding-s-en-v1,0.888167,0.43566000000000005,0.479275,,0.7427699263517789,0.3068071148414983,0.6024873612289029,0.672004,0.273186,0.7633071660715955,0.371935,0.7464285714285714,0.949287554635848,,0.7855383586979005,0.648358,0.7384318001499558,0.71159,0.15293,0.594402,0.874898082140765,0.474345,0.318439,0.340148,0.407978,0.5929878710961347,0.52303,0.8343513915159009,0.829591191954711,0.23937,0.5425863044708545,0.8371357922283678,0.7919504854997832,0.49668,0.51992,0.32239,0.587064,0.51351,0.25189,0.327398,0.24919
shibing624/text2vec-base-multilingual,,0.31355,0.410218,0.637929,0.8091314664846955,0.296419,0.5791471462820568,0.634858,0.311137,0.7997373018384307,0.361323,0.7808441558441558,0.8547332647001774,0.669536,0.8286479010707746,,0.8736399473803172,0.37395,0.09802,0.6596839999999999,0.8581084095829584,0.493802,0.333962,0.325429,0.507806,0.6345987860976977,0.32101,0.8345540469219863,0.6616174850417771,0.1223,0.5522071307300509,0.8831438033558269,0.8644881302053585,0.32636,0.33916,0.2163,0.59348,0.22867,0.12342,0.313771,0.255359
microsoft/harrier-oss-v1-270m,,0.63632,0.718229,0.726866,0.79363,,,0.667289,,0.820597,,,0.964584,,0.850239,0.931493,0.822524,,0.21469,0.888428,0.904751,0.61477,0.408406,,0.594377,,0.82102,0.861616,,,,0.893462,0.873411,,,,,,,0.477091,
voyageai/voyage-large-2,0.927246,,0.584565,0.668863,0.729377,,,,0.355337,0.797786,0.428682,0.802338,0.932865,0.737357,0.831122,0.677761,0.772145,,,0.647559,0.887724,0.583721,0.358555,0.535853,0.581643,0.710715,,0.848074,0.891334,,0.571873,0.852954,0.847834,,,,0.870532,,,0.412579,0.278714
voyageai/voyage-code-2,0.927246,,0.584565,0.664358,0.729377,,,,0.355337,0.797786,0.428682,0.802338,0.932865,0.737256,0.831122,0.677761,0.772145,,,0.647559,0.887724,0.583721,0.358555,0.535853,0.581643,0.710715,,0.848074,0.891334,,0.571873,0.852954,0.847834,,,,0.870532,,,0.412579,0.278714
minishlab/potion-retrieval-32M,0.841176,0.44878,0.492904,0.570276,0.613784,0.30126,0.53664,0.676576,0.28798,0.66508,0.374667,0.696916,0.923928,0.631103,0.73606,0.733881,0.704635,0.46266,0.13693,0.676025,0.861128,0.56268,0.340447,0.356335,0.526903,0.546299,0.4469,0.821258,0.787801,0.23433,0.532909,0.811203,0.740959,0.38125,0.50905,0.19771,0.678984,0.50085,0.18761,0.363843,0.20836
BidirLM/BidirLM-1B-Embedding,,0.53869,0.634838,0.784902,0.820587,,,0.675592,,0.807345,,,0.951494,,0.877795,0.789701,0.84469,,0.20999,0.696484,0.897882,0.658565,0.415562,,0.601575,,0.82314,0.872407,,,,0.891087,0.863069,,,,,,,0.440745,
